,visitor_home_cbgs,change_0701-0708,change_0708-0715,change_0715-0722,change_0722-0729,change_0729-0805,change_0805-0812,change_0812-0819,change_0819-0826,change_0826-0902,change_0902-0909,change_0909-0916,change_0916-0923,change_0923-0930,change_0930-1007,change_1007-1014,change_1014-1021,change_1021-1028,change_1028-1104,change_1104-1111,change_1111-1118,change_1118-1125,change_1125-1202,cluster
0,120310001001.0,-0.112626515024306,-0.1165645242823877,-0.0609534017749164,-0.1688672945285739,0.0471269782109081,0.0942065994960054,0.1993436582070882,0.1183344996961812,0.3169357260169767,0.1829015786462927,0.1383135863018493,0.0024708686990451,0.0693031545341886,0.1757966313861416,0.0028231316977121,0.0042880802271739,-0.1875775952434666,-0.1593703531238961,0.0152868203303931,0.2568246450685186,0.5787153477719704,0.6849438593473464,2
1,120310001002.0,-0.0119083865444175,-0.0635419611740431,0.035313344269935,0.1340764834986283,0.1750324241501821,0.0786941687398323,-0.1922941219008177,-0.1553719510392994,-0.1256627406801533,0.1847210630407557,0.320960868811927,0.2285392362264935,-0.0200873383633988,-0.3259451075397334,-0.2341323138238924,-0.2065799917587756,-0.1116678693504993,-0.3396986925779577,-0.2702488330552119,-0.2111129291671901,0.0216944071318583,-0.0554645983022665,2
2,120310001003.0,-0.3262375897042111,0.0448524430791631,0.3345161103917775,0.6042526015622421,0.2033431884035992,-0.114732622348309,-0.4423622472172331,-0.3036318841670277,-0.0740418696561436,0.006477815568596,-0.1571598124109436,0.0065533706551772,0.0680511761508361,0.1081456566792443,-0.087010770293925,-0.2029787247183616,-0.0847649728369325,-0.1913339703687323,0.0318292358708635,0.0545887470447521,-0.0982791603407162,-0.3211023126293764,3
3,120310006002.0,0.3196276633710183,0.2437860519523253,0.1635310515725166,0.0026884828994044,-0.2179814108774737,-0.3493773939337445,-0.1643766366695386,0.0021021916854915,0.1351741962833649,-0.0436261248891406,-0.2333454171003895,-0.1645270403285296,-0.0985949385936019,-0.0376498135678426,-0.2265424520143739,-0.2522056818910118,-0.3146131219694103,-0.1983233323587371,-0.2470588462500362,-0.3516494219673663,-0.5078689816814798,-0.6797676583439163,3
4,120310006003.0,-0.0248857662484994,-0.3456193324375547,-0.0846291826478888,0.0692227976802386,-0.0655132820788453,0.061638736797892,0.1544322190633965,0.2353538098712617,0.1923857517232636,0.0223735047819067,0.194557447677677,0.5601293914628946,0.5948297407638369,0.5736443245171093,0.3882383650018012,0.6130551967659439,0.4152046946748823,0.7797770520632515,0.5566348336165762,0.6392535268191365,0.1040267110272577,0.4837626821887135,1
5,120310006004.0,-0.2340021674541031,-0.0300909364640997,0.0149476415619628,0.1356871113729794,0.0038888528387586,0.0744780142189227,-0.0111674200429064,0.0462589039684853,0.2354231978282394,0.0782680709154945,0.1142532050565667,-0.0081363487311914,0.3899020806305869,0.30037603154539,0.2599254312468262,-0.0626174183954437,-0.0864475443871806,-0.1716876207619699,-0.1021085384581134,-0.3327727910320416,-0.1306237510865967,-0.4176780302325027,2
6,120310006005.0,0.3195341902377998,0.1306936487246766,-0.0684905367023465,-0.2293672273434229,-0.2052207032663243,-0.0275731516298039,0.0536555624761812,0.02676821750324,-0.0320918273602341,-0.1180889352488344,-0.0593121083845107,0.0568577064992334,0.2398813558756971,-0.0343169631984597,-0.1472082020111151,0.1442897636582941,0.8660652232383639,0.7348889614074425,0.2830637081974201,-0.3756681696686524,-0.2642843844419844,-0.4298716871371854,3
7,120310007001.0,0.1023190007742013,0.1014279424224088,-0.1386190198747183,-0.1960401938965374,-0.358749421898097,0.00507762642496,0.1887524515342079,0.2958316145135744,0.3127162194504719,-0.0984431941107462,-0.2497152036486074,-0.4557491607913244,-0.4545420958971976,-0.3971217189703923,-0.2404470781241701,0.1330454555608375,0.1303844100517299,-0.0215667312434377,-0.3902362918709214,-0.4120349975571531,-0.6444356564127335,-0.5374449801079532,3
8,120310007002.0,0.4320632893147393,0.3624034041485963,0.3929779483092385,-0.070324902174271,-0.2828111487630951,-0.5865574097298772,-0.2809455007032677,0.0331943195979368,0.339670355088657,0.4041622923933037,0.1045044334225134,0.3180801098124176,0.3496811322059904,0.74363362944059,0.8069680328652598,0.8050686722371844,0.8915575442658087,0.3996830033075157,0.3610560540837247,-0.1068370668062483,0.1959702830619345,0.1303286922708364,2
9,120310007003.0,0.2230108994706356,-0.1074168768678564,-0.0763960919592809,-0.1392983373381152,-0.1382748909413433,-0.1011827140747773,0.132824532402464,0.2067334793082736,0.2909050831518622,0.2091669715193758,0.5016951242724513,0.3405488426980664,0.4646159967108258,0.3202796406788143,0.051483007392277,-0.1185876237263921,-0.3967730937561839,-0.2616213425754556,-0.05847327371602,0.0354638523120559,0.0783234396543448,0.048983261831706,1
10,120310008001.0,0.0705183212728951,-0.2844575059607653,0.1300015724640725,0.0842966787176782,0.0044163674708568,-0.1262095136973805,-0.0204479059489722,0.141881985681616,0.1870257641188007,-0.0086061070675575,-0.2426212873750828,-0.4226461322139679,-0.2948233802604362,-0.1792835430871819,-0.239205711850802,-0.3137393502632308,-0.3728725394516898,-0.4437350241376693,-0.628260162214845,-0.6544207532559252,-0.5333356340729196,-0.3320979184021688,3
11,120310011001.0,0.1679800771009867,-0.0991223017914347,-0.0824964002163383,-0.2342535803363901,-0.3782850015551421,0.0273256178191067,0.0946120220496309,0.5042395669295816,0.0687401790971546,0.2073840306500527,0.1748013372031866,0.3188530564657837,0.3256857491898841,-0.1048931824581255,-0.3897045915771927,-0.5091374321644213,0.0196503065702928,0.11510046504588,0.6421054557030016,0.5219927864300545,0.6663315167925566,0.2479098703278684,2
12,120310012003.0,-0.293415144854054,-0.1986766570501146,0.0458787880978538,0.4376294924272773,0.0343530056202981,0.0645604712710176,-0.1307395086256755,0.0404095531133979,0.2598611764264827,0.2142630977983873,0.6846935377495941,0.9189851810099088,0.6760203851679203,0.2478198577872971,0.1987189776454799,0.4505609973763412,0.447219401607195,0.512622506357846,0.3786224799027592,0.4177031994493068,0.24182576413609,0.7505347951066653,1
13,120310013002.0,0.169079413050933,-0.1051106701436259,-0.180114953734236,-0.0911801113773456,-0.076174635642141,0.1211214261813808,0.0810279686801644,0.0813515629848711,0.2135612423390133,0.466214999833513,0.7014459452985573,0.5102056056865205,0.4411876641313404,0.3169298842200858,0.3562784886273631,0.3927743461222386,0.3328367547089967,0.2955493981840532,0.1869932045008721,0.1402980380275945,0.1273815849285827,0.121817365428802,1
14,120310013004.0,0.0210127830065198,-0.1170845166032346,-0.1652208344896901,-0.0796564036440688,0.051074289840114,-0.0104789571884545,0.2752327390864025,0.0251208999924118,0.0983477850723341,-0.2457750243832706,-0.1617411244832409,-0.1468108153744951,0.3375689631286517,0.6572608082862196,0.7767859384244596,0.4856798927548167,0.1257118304636645,0.0362538812083095,0.040326397697833,-0.0737816448321857,-0.0527774255592565,-0.1277148741727116,3
15,120310014003.0,0.238087797080288,0.0378662566044304,-0.0463701102271411,-0.1840208587940316,0.1574826873997652,0.044441896207685,-0.0648388651192571,-0.1826488031517389,0.518394802972395,0.5357963704135236,0.4241066090498627,0.0789793611724392,0.172248595295003,0.2226610501831574,0.3784777634415659,0.8454017880988942,0.8921985731210307,0.4808375592037307,-0.0169348286782039,-0.4345026865719018,-0.4557070978532731,-0.4623781753504154,1
16,120310014006.0,-0.1903997843303038,-0.310287267702369,-0.142810377516373,-0.0054202602411522,0.039892177975612,0.1997876802194931,0.1794285974606048,0.2298092341344886,0.0682115398288393,-0.0510879627265919,-0.1872634977829962,-0.1517123820104595,-0.1076382164694122,-0.1904487766284399,-0.4837158359071642,-0.6413266866128687,-0.6726255702891221,-0.6739055355992533,-0.4328258494333077,-0.3557047392375644,-0.2646892820257591,-0.3946879506696811,3
17,120310015001.0,-0.2783153716987027,-0.1673725991401609,-0.1388685365360318,-0.143148861510085,-0.0691963298810475,0.1352628576795993,0.3776063770615622,0.2840324640248665,0.1716936508832824,-0.2698267119324855,-0.1338230499199295,-0.3282623596195748,-0.2002623560360307,-0.1822308203842534,-0.0844770047518857,0.078511088672803,0.1969388246184702,0.1027512243512242,-0.2763001562284692,-0.6390596256803709,-0.2523232034636271,0.0578007525985753,3
18,120310015002.0,-0.2438802390337504,-0.1991579068204586,0.3720959637318997,0.2472026672771234,0.1393014798260773,-0.1676791115957166,-0.1165708150943611,-0.031312038290814,0.3518554329486916,0.3885314447806473,0.5873177721111351,0.2996080045382928,0.2618531193219274,0.0814945064728008,-0.1259780446657673,-0.116048388957533,-0.0541611829022274,-0.0723950622182328,-0.069123793417591,-0.1619288032002929,-0.0505830848633644,-0.0776832052690693,1
19,120310015005.0,0.4528735288207846,0.6249107079707972,0.1084806685175809,-0.1099502773957293,-0.3154062669979914,-0.2243288089305938,-0.1807439319970142,-0.3558356199878341,-0.3292073000271366,-0.3230396761082345,0.0206014499682903,0.2785706208489312,0.3828672958623014,0.0448903118911877,-0.1335383874945798,-0.3825555381819571,-0.2133013784734393,-0.3012645917618941,-0.4498939843346192,-0.5603630205446576,-0.6547077162468017,-0.5767122029053903,3
20,120310016002.0,-0.0745226526731893,0.148727560297372,0.2303325427658145,-0.1679518221006952,-0.2258292490310158,-0.1009577545380017,0.035470282806525,0.1547310924731909,0.0749027876643895,-0.1383386314063464,0.1056390588289683,0.2496710330164164,0.847401611318762,0.4071031868689432,0.2364869422953023,-0.1878827590449757,-0.22504941683666,-0.4097313461851836,-0.2783834067282365,-0.1960168359028879,-0.2514725880262581,-0.5418298234682245,2
