visitor_home_cbgs,change_0701-0708,change_0708-0715,change_0715-0722,change_0722-0729,change_0729-0805,change_0805-0812,change_0812-0819,change_0819-0826,change_0826-0902,change_0902-0909,change_0909-0916,change_0916-0923,change_0923-0930,change_0930-1007,change_1007-1014,change_1014-1021,change_1021-1028,change_1028-1104,change_1104-1111,change_1111-1118,change_1118-1125,change_1125-1202
120310001001.0,-0.11262651502430601,-0.11656452428238778,-0.060953401774916434,-0.1688672945285739,0.047126978210908145,0.09420659949600545,0.19934365820708827,0.11833449969618125,0.3169357260169767,0.18290157864629272,0.1383135863018493,0.0024708686990451492,0.06930315453418869,0.17579663138614163,0.0028231316977121042,0.004288080227173994,-0.18757759524346662,-0.15937035312389616,0.015286820330393185,0.25682464506851865,0.5787153477719704,0.6849438593473464
120310001002.0,-0.011908386544417551,-0.06354196117404315,0.035313344269935085,0.1340764834986283,0.17503242415018216,0.07869416873983237,-0.19229412190081777,-0.15537195103929946,-0.12566274068015332,0.18472106304075578,0.320960868811927,0.22853923622649355,-0.020087338363398845,-0.32594510753973344,-0.23413231382389244,-0.20657999175877562,-0.11166786935049934,-0.3396986925779577,-0.27024883305521197,-0.21111292916719016,0.02169440713185838,-0.05546459830226659
120310001003.0,-0.32623758970421113,0.04485244307916314,0.33451611039177753,0.6042526015622421,0.20334318840359927,-0.114732622348309,-0.4423622472172331,-0.30363188416702774,-0.0740418696561436,0.006477815568596088,-0.15715981241094365,0.006553370655177216,0.06805117615083611,0.10814565667924432,-0.08701077029392501,-0.20297872471836165,-0.08476497283693255,-0.19133397036873234,0.031829235870863594,0.05458874704475215,-0.09827916034071628,-0.3211023126293764
120310006002.0,0.31962766337101833,0.24378605195232536,0.16353105157251668,0.002688482899404444,-0.21798141087747377,-0.34937739393374456,-0.16437663666953867,0.0021021916854915817,0.1351741962833649,-0.04362612488914068,-0.2333454171003895,-0.16452704032852966,-0.09859493859360192,-0.03764981356784268,-0.22654245201437392,-0.25220568189101183,-0.3146131219694103,-0.19832333235873711,-0.24705884625003624,-0.35164942196736637,-0.5078689816814798,-0.6797676583439163
120310006003.0,-0.024885766248499402,-0.3456193324375547,-0.08462918264788888,0.06922279768023863,-0.06551328207884538,0.06163873679789209,0.1544322190633965,0.23535380987126173,0.1923857517232636,0.0223735047819067,0.194557447677677,0.5601293914628946,0.5948297407638369,0.5736443245171093,0.3882383650018012,0.6130551967659439,0.41520469467488236,0.7797770520632515,0.5566348336165762,0.6392535268191365,0.10402671102725775,0.48376268218871354
120310006004.0,-0.23400216745410315,-0.030090936464099747,0.014947641561962894,0.13568711137297948,0.003888852838758651,0.07447801421892272,-0.011167420042906422,0.046258903968485386,0.2354231978282394,0.07826807091549458,0.11425320505656678,-0.008136348731191444,0.38990208063058696,0.30037603154539,0.2599254312468262,-0.06261741839544374,-0.08644754438718061,-0.1716876207619699,-0.10210853845811348,-0.3327727910320416,-0.13062375108659677,-0.4176780302325027
120310006005.0,0.3195341902377998,0.13069364872467665,-0.06849053670234657,-0.22936722734342296,-0.20522070326632438,-0.027573151629803987,0.05365556247618126,0.026768217503240068,-0.0320918273602341,-0.1180889352488344,-0.059312108384510724,0.05685770649923344,0.23988135587569714,-0.03431696319845972,-0.14720820201111512,0.14428976365829418,0.8660652232383639,0.7348889614074425,0.2830637081974201,-0.3756681696686524,-0.26428438444198443,-0.42987168713718543
120310007001.0,0.10231900077420139,0.10142794242240885,-0.1386190198747183,-0.19604019389653743,-0.35874942189809705,0.005077626424960074,0.18875245153420792,0.2958316145135744,0.31271621945047196,-0.09844319411074622,-0.24971520364860744,-0.4557491607913244,-0.45454209589719763,-0.39712171897039233,-0.24044707812417018,0.13304545556083758,0.13038441005172996,-0.02156673124343771,-0.3902362918709214,-0.41203499755715317,-0.6444356564127335,-0.5374449801079532
120310007002.0,0.43206328931473936,0.3624034041485963,0.39297794830923855,-0.07032490217427106,-0.28281114876309515,-0.5865574097298772,-0.2809455007032677,0.03319431959793688,0.33967035508865706,0.4041622923933037,0.10450443342251341,0.31808010981241763,0.3496811322059904,0.74363362944059,0.8069680328652598,0.8050686722371844,0.8915575442658087,0.3996830033075157,0.36105605408372476,-0.10683706680624831,0.19597028306193454,0.13032869227083646
120310007003.0,0.22301089947063565,-0.10741687686785649,-0.07639609195928099,-0.1392983373381152,-0.13827489094134335,-0.10118271407477737,0.13282453240246408,0.20673347930827365,0.29090508315186225,0.20916697151937588,0.5016951242724513,0.34054884269806646,0.4646159967108258,0.32027964067881437,0.05148300739227703,-0.11858762372639214,-0.3967730937561839,-0.26162134257545566,-0.05847327371602007,0.035463852312055906,0.07832343965434482,0.048983261831706044
