visitor_home_cbgs,latitude,longitude,flow,haversinedistance,poinumber,visitcbg,weights,decayfunction,accessibility
120310001001.0,30.386555,-81.649856,48.0,8724.968647348449,12.0,66.42002426735094,0.04880236904287358,100.54443131842807,0.40922575863575217
120310001002.0,30.374733,-81.645276,17.0,5718.334949241057,4.0,21.649509542092662,0.017847905640636985,33.62496932881439,0.14988355985607585
120310001003.0,30.383022,-81.645184,16.0,3381.9168970988158,4.0,18.98461495562945,0.0143713966356014,33.78324154653938,0.12134183092447334
120310001004.0,30.370856,-81.654108,18.0,8356.836036458826,4.0,20.754467754467754,0.025814014619984768,33.43945409090483,0.2157666326471717
120310001005.0,30.380985999999996,-81.654222,12.0,630.5607611104548,3.0,13.75004705439488,0.017538325324483267,25.447352910314635,0.14878395173959147
120310002001.0,30.360977,-81.630635,32.0,8423.387010541705,8.0,36.45560257912412,0.05759178922452467,66.92116552625427,0.481753085750657
120310002002.0,30.359936,-81.635439,17.0,4257.826201075393,4.0,22.46650779755536,0.022354734126920756,33.558631114642125,0.18759856108741738
120310002003.0,30.359724,-81.643935,12.0,9896.469422573206,3.0,14.365478839499602,0.016742982330419116,25.12060548556662,0.14019238406532825
120310003001.0,30.347604999999998,-81.63665,20.0,12342.096645382277,5.0,24.024589136353843,0.023212163416766997,41.72232256261616,0.19370341818739392
120310003002.0,30.352403,-81.641477,8.0,5892.048466686901,2.0,9.44891640866873,0.013032988149887903,16.741670739575106,0.10910214889836384
120310003003.0,30.351711,-81.633288,8.0,16381.43494394769,2.0,9.47128574750058,0.014684163949613305,16.673844864407105,0.1224432364211403
120310006001.0,30.309115,-81.639355,8.0,1109.2721071817678,2.0,9.115412186379928,0.008234338018410052,16.901760644104158,0.06959058318565003
120310006002.0,30.295203999999995,-81.63762800000002,29.0,5125.989656679932,7.0,39.29059947869528,0.03191762752127967,58.881918958644945,0.26859855305449487
120310006003.0,30.295344,-81.631779,21.0,5035.664935452471,5.0,29.580528457580414,0.03365247833626896,42.03691046863203,0.28288968521845254
120310006004.0,30.303465,-81.638584,17.0,3736.276835975054,4.0,21.011522689994532,0.03345783867833524,33.617802645353635,0.2811173159296306
120310006005.0,30.301221,-81.630971,8.0,1259.2638586516814,2.0,9.679012345679013,0.009573701627773504,16.92603970618767,0.0809850839836132
120310007001.0,30.302474,-81.653114,8.0,1518.909683125466,2.0,9.875787019043917,0.007739644999250719,16.880067871280158,0.06531161110929294
120310007002.0,30.289726,-81.653311,24.0,4177.60215304375,6.0,29.156194887500575,0.024834918984242397,50.406937601516105,0.20866524937751893
120310007003.0,30.292256,-81.643225,36.0,3955.435268856122,8.0,45.496141692452376,0.025982947854056183,67.28621035206429,0.21858832220978505
120310008001.0,30.313216,-81.656182,29.0,7507.42933876744,6.0,34.99136059472492,0.019110519166971554,50.39019500000171,0.16082642628389993
120310008002.0,30.310058,-81.662086,8.0,10938.104922661249,2.0,8.619490254872563,0.011050628531887902,16.69568565287883,0.09224706171172742
120310010001.0,30.334294,-81.652785,13.0,4776.072663505602,2.0,15.959090909090907,0.024290853742908534,16.855580566054908,0.20556753082740314
120310010002.0,30.326035,-81.650396,4.0,840.6035341712955,1.0,5.181818181818182,0.0010904499540863176,8.462866374643495,0.00922833224966864
120310010003.0,30.330822,-81.653797,4.0,237.44106190036737,1.0,5.181818181818182,0.007676767676767677,8.535545556330364,0.06552540023041492
120310011001.0,30.339443,-81.649655,4.0,10188.457067274576,1.0,5.291666666666667,0.005576044959606604,8.347660234711086,0.04654692877626923
120310011002.0,30.340931,-81.657095,14.0,12196.898463551472,3.0,18.102358423411268,0.02449574888147668,25.057966713472346,0.20474292333919167
120310012002.0,30.347,-81.658822,8.0,11110.436599812905,2.0,10.789957742977876,0.017236354222009385,16.689558759709215,0.14383381911476462
120310012003.0,30.346241000000003,-81.649521,12.0,7065.129881355136,3.0,15.691963109354415,0.018482877631748426,25.127644331308215,0.1548015450182824
120310013001.0,30.361353999999995,-81.653382,12.0,6301.849706276512,3.0,15.019490254872563,0.020773845442424017,25.248595375305896,0.17478926340085915
120310013002.0,30.360035,-81.66542,33.0,7067.477414150097,8.0,41.477755897726674,0.026053866769928814,67.19439608893123,0.2189656530265465
120310013003.0,30.353809,-81.655026,8.0,5704.887204087497,2.0,9.259171597633136,0.01590922954919783,16.856825630045265,0.13412098327689934
120310013004.0,30.358311,-81.657595,40.0,4093.853546141708,9.0,49.78906254122941,0.05279858169801635,75.83387233109038,0.4455493580483486
120310014001.0,30.386826,-81.65909,16.0,22744.49076868483,3.0,18.24033130183751,0.02406376161192284,24.973365934132747,0.20020642993396245
120310014002.0,30.381622,-81.660232,8.0,1183.6593009486633,2.0,8.988142292490119,0.010599224401521366,16.890242581157633,0.08951367685682418
120310014003.0,30.374363,-81.660329,16.0,9184.273738162894,4.0,19.031556450845095,0.030895383848774507,33.44654414391502,0.25833849760583427
120310014004.0,30.367017,-81.65945,4.0,9184.568001429172,1.0,4.181818181818182,0.005516910530103142,8.35180488596667,0.04607616032075639
120310014005.0,30.365521,-81.662998,8.0,3090.5678068255365,2.0,9.947184126057776,0.014109481029869187,16.8435783245571,0.11885921112044293
120310014006.0,30.375101,-81.674057,12.0,1393.0171891815899,3.0,13.500498338870432,0.007885805104480392,25.31611080092064,0.06654637680802697
120310015001.0,30.358064,-81.672253,12.0,3766.8906688990296,3.0,16.475274219196084,0.027782924484310426,25.246426111854483,0.23382754124083088
120310015002.0,30.362539000000005,-81.673534,30.0,9491.34499443074,5.0,38.74669649559772,0.031146862134724854,41.929301284134866,0.26253047247755706
120310015004.0,30.349672000000005,-81.672034,24.0,11405.38203484501,5.0,27.709835834019657,0.04704556168763949,41.729062235695004,0.39256733307544056
120310015005.0,30.352776,-81.664727,4.0,10155.113920694876,1.0,5.407407407407407,0.004544039838157485,8.347790435402112,0.037932692299057214
120310016001.0,30.342189,-81.665157,16.0,6089.210206495272,4.0,20.509264313926977,0.03084099896831124,33.5394318857933,0.2586045155246758
120310016002.0,30.344842,-81.672092,8.0,4184.854295133684,2.0,10.61111111111111,0.013943641407504745,16.7932060228978,0.11711434951177735
120310021011.0,30.307887,-81.700476,21.0,2157.079128450715,5.0,25.172088791787836,0.028410935430911777,42.09381157420122,0.23920230830264408
120310021012.0,30.312216,-81.701141,28.0,5576.008177700812,7.0,32.26271159493028,0.022435821693275574,58.85814645313476,0.18864165387412457
120310021013.0,30.305736000000003,-81.707692,22.0,13094.761091626002,5.0,28.632958558755867,0.04748417671435467,41.75369282951963,0.396722057308722
120310021021.0,30.306512000000005,-81.693831,20.0,9817.3266260149,5.0,23.500903930950372,0.02182070931378864,41.83703458582346,0.18255939457916529
120310021022.0,30.302303000000002,-81.699177,29.0,10546.22266228283,5.0,34.5760571430024,0.02258396939451496,41.812722448939994,0.18915944482450098
120310022001.0,30.293095,-81.705787,26.0,3638.500217658688,5.0,32.64574457062345,0.03521655293486888,42.02717202397864,0.2962627560065673
120310022002.0,30.303809,-81.711783,4.0,1951.0259995666204,1.0,4.682170542635659,0.00593430993996915,8.42013946728244,0.04996771733662072
120310022003.0,30.301237,-81.715541,12.0,2984.5388319926556,3.0,15.964556277056277,0.022050492095381596,25.276247864654714,0.185860241131095
120310022004.0,30.293907,-81.714556,12.0,5353.374181816697,3.0,14.96157640373562,0.014249120384510114,25.184911772672166,0.11957604355697918
120310022005.0,30.298173000000002,-81.707316,13.0,1727.8443890272877,3.0,16.50235036281548,0.016736663653971074,25.33260195848664,0.14141884400353616
120310023001.0,30.283103999999998,-81.712058,12.0,2088.33197261715,3.0,14.596055399916743,0.02350411497571134,25.287824776482495,0.19815518758361372
120310023002.0,30.285012000000002,-81.716796,25.0,7236.700878662213,5.0,30.70355001088916,0.027886966404077347,41.95451797024283,0.23454229011925812
120310024001.0,30.275599,-81.702803,13.0,11346.262616939974,3.0,15.011338909288726,0.021232445416249968,25.08542653336999,0.17765496978058848
120310024002.0,30.267102,-81.710469,23.0,5222.479807790662,4.0,27.40596879753264,0.023484120649128224,33.53394475575875,0.1970375486849681
120310025011.0,30.315464000000002,-81.707974,12.0,11444.968367491281,3.0,15.745266654154367,0.016469944198906242,25.068234694146714,0.13759899071199302
120310025012.0,30.315705,-81.711752,16.0,10002.028456466776,4.0,19.953578910076708,0.016382248694644257,33.53265136970448,0.13727496736721276
120310025013.0,30.313032,-81.715332,4.0,3558.3229122866583,1.0,4.311688311688312,0.004738119023833309,8.392139644371726,0.039762956499663375
120310025014.0,30.317698,-81.702312,16.0,6779.668887412026,4.0,18.513791962324223,0.029909195415709567,33.65305649258096,0.2515210702812072
120310025021.0,30.309378,-81.726375,4.0,807.2454524137614,1.0,4.53125,0.0040602598566308245,8.465030111834217,0.03437022194825161
120310025022.0,30.315018999999996,-81.725484,13.0,1752.1671070503237,3.0,23.217176053113555,0.022919226113636282,25.363669431315564,0.19409432874342644
120310025023.0,30.309445,-81.718985,4.0,17442.176862998793,1.0,5.058201058201059,0.007734252382570426,8.326972998908783,0.06440291075640986
120310025024.0,30.317159,-81.717711,16.0,12067.799253149184,4.0,18.887055905204807,0.02946498581155196,33.46227042455685,0.24644456100788723
120310026001.0,30.325041,-81.691623,43.0,7946.488586145357,8.0,50.839282707783376,0.05114615966577804,67.1555155976846,0.43018200644448923
120310026002.0,30.329238,-81.699439,8.0,2215.5860329375428,2.0,9.755086940436552,0.012332600430387551,16.83556662522878,0.10379945959118089
120310026003.0,30.324627,-81.703515,44.0,8088.279660625149,10.0,51.864902324208586,0.04039322610919672,83.83938305039702,0.33869122646946065
120310026004.0,30.324844,-81.712522,4.0,874.4358599557346,1.0,4.125,0.005681818181818182,8.460767789121341,0.04807254425637126
120310027011.0,30.345906000000003,-81.712773,21.0,9971.509055291634,5.0,25.799074981009056,0.022031660957309185,41.80507379478979,0.18420062603153714
120310027012.0,30.336545,-81.695345,4.0,13967.603461406356,1.0,4.955017301038063,0.005056140103100064,8.335362118938287,0.042144758683424995
120310027013.0,30.347647,-81.718509,8.0,9137.976693245704,2.0,9.310144927536232,0.0073250550177311035,16.704018846703583,0.061178955198234096
120310027021.0,30.334504,-81.705142,4.0,18254.995372484256,1.0,5.019108280254777,0.007604709515537541,8.325279981371798,0.06331133589385231
120310027022.0,30.333518,-81.716547,17.0,8710.10610227196,4.0,21.315359477124183,0.013654938806613826,33.51889862732739,0.11438212733311749
120310027023.0,30.340250000000005,-81.718446,20.0,11210.63864794823,5.0,25.548384579354746,0.018145159502382633,41.79963188789867,0.15167561259391263
120310028011.0,30.351589,-81.692738,39.0,6637.623800565675,8.0,48.83344965127026,0.02852421124490085,67.01727243507389,0.2395620829167884
120310028012.0,30.360439,-81.696683,17.0,8227.614832708743,4.0,21.68903322260854,0.014212996869337182,33.45125221657969,0.11888695865825376
120310028013.0,30.359359,-81.706303,12.0,9315.88507217027,3.0,13.609803808756688,0.014341205277931177,25.114686773350776,0.12006726335169955
120310028014.0,30.353105,-81.704514,4.0,14808.135270659654,1.0,4.886746987951807,0.008282622013477639,8.33313402209075,0.0690201992926283
120310028021.0,30.343149,-81.686882,10.0,634.7317972524567,2.0,14.745495495495497,0.01618605433095005,16.96916792857457,0.13740085741879196
120310028022.0,30.338965,-81.681421,33.0,5211.001847494577,8.0,41.668684955094406,0.032809988153617645,67.16328989022044,0.27568650111743254
120310028023.0,30.343192999999996,-81.692057,22.0,2850.2564759483625,5.0,29.567154519310854,0.023226358616897765,42.10495717757947,0.19583631835031529
120310028024.0,30.351954,-81.698993,10.0,11200.784273786361,2.0,12.327272727272728,0.01778827233372688,16.68881248251143,0.14840826268980506
120310029011.0,30.364742,-81.683895,8.0,3916.0016418114947,2.0,9.702586206896552,0.008709682411935864,16.786429057820023,0.07310313405165064
120310029012.0,30.360475999999995,-81.682305,12.0,13031.928166836531,3.0,15.191441749739623,0.014706139157540777,25.02014221975049,0.12266871671441718
120310029013.0,30.357439,-81.680928,20.0,6190.1414057662405,5.0,25.30422258547592,0.03294820649150511,41.908494015763914,0.2762226729287588
120310029014.0,30.354842,-81.682871,12.0,7852.661747037317,3.0,16.246972920768357,0.03384786025160075,25.189724318042337,0.28461493613085687
120310029021.0,30.347577,-81.679095,12.0,4547.508681161588,3.0,16.05123518333887,0.02029233272229946,25.22590622231824,0.17066443585834862
120310029022.0,30.345189,-81.680626,28.0,8764.55412413852,6.0,39.27750032316895,0.028015335465883702,50.361904244307816,0.23564983079103935
120310029023.0,30.351560999999997,-81.681917,39.0,6794.155022071683,9.0,53.559527657904795,0.04922750703851544,75.46188388081949,0.41285557234059345
120310101011.0,30.475154,-81.59298,40.0,7563.336306887631,8.0,49.61192687479013,0.042695289909457944,67.03872021615815,0.3581065459084493
120310101012.0,30.499693,-81.606156,265.0,18097.213501885977,44.0,340.18406525352975,0.07031501968861714,366.75895403172194,0.5879176972852324
120310101021.0,30.494950000000003,-81.504708,54.0,18103.530989185794,11.0,64.74389669035311,0.034201741516298526,91.63469692051322,0.2850411185691273
120310101022.0,30.494884000000003,-81.569316,302.0,19329.844650875453,46.0,365.50306884347395,0.044666145526515204,383.1443362597268,0.37277424791822894
120310101031.0,30.448231000000003,-81.575344,146.0,15728.912103780362,24.0,173.5863544939532,0.045873772329268814,200.17236451457987,0.38336342233991033
120310101032.0,30.421565000000005,-81.498202,109.0,14420.10606316486,21.0,133.02269058138955,0.0702708349611144,175.11776909527913,0.5864233783942089
