visitor_home_cbgs,latitude,longitude,flow,haversinedistance,poinumber,visitcbg,weights,decayfunction,accessibility
120310101021.0,30.494950000000003,-81.504708,63.0,16660.93078388006,11.0,80.27882257515,0.04240825281307448,92.55685704137747,0.3569685105238503
120310101022.0,30.494883999999995,-81.569316,238.0,17562.83708344115,34.0,302.25856207028994,0.03693737774291702,286.1002844735265,0.31140437077773786
120310101031.0,30.448231,-81.575344,136.0,11914.68840187491,23.0,169.49777259888106,0.04479328028511656,193.94745528795227,0.37815736401967726
120310101032.0,30.421565,-81.498202,99.0,13973.281598566282,17.0,124.52924671187665,0.06578407116316781,143.1826722697478,0.5542831660643829
120310102011.0,30.476613,-81.617056,97.0,13214.247982460134,16.0,124.09165819521554,0.034984961430847346,135.02436343978547,0.2962641063473018
120310102012.0,30.456870000000002,-81.61077,140.0,14653.605609454704,23.0,174.0618753579629,0.028713605304843764,193.9410265992948,0.24267038498144955
120310102021.0,30.436528,-81.626571,20.0,5230.076610790196,5.0,27.813413854188084,0.0223760368899341,42.35875589850176,0.18964055140769961
120310102022.0,30.442579000000002,-81.634282,49.0,9433.475885665524,10.0,68.48173481723676,0.04125405711881732,84.5253128960733,0.3494792035901394
120310103011.0,30.51873,-81.702631,131.0,16153.961673422717,22.0,163.41031275274028,0.055885879874398185,185.23218150940562,0.47070191275255224
120310103012.0,30.476231999999996,-81.639362,53.0,9033.774360356327,11.0,64.9185201496339,0.05427969912176748,93.07545861254991,0.46007704777612046
120310103031.0,30.448269,-81.680541,114.0,11662.606487923624,26.0,141.52127297782766,0.028406518060583634,219.43910836219743,0.23979157175511523
120310103032.0,30.433221,-81.683839,12.0,1980.854235132391,3.0,13.912445394553398,0.009419394309108597,25.512071292827475,0.08009539576053024
120310103041.0,30.443201,-81.656576,73.0,8990.977571961059,17.0,87.95716858488335,0.038919101143753694,143.6944795905847,0.32909537419406093
120310103042.0,30.450449,-81.662818,50.0,10887.190652878568,10.0,58.52244699297468,0.020264005191473228,84.44133482869498,0.17125327141730726
120310103043.0,30.434643,-81.667342,69.0,7896.468947520234,16.0,83.4476743551798,0.039604971217456,135.52737655892625,0.33542325235554565
120310104011.0,30.425919,-81.688221,43.0,6252.896697712584,10.0,52.36518403161102,0.021558330190041587,84.71971432137506,0.1827150753555663
120310104012.0,30.425688,-81.67556,4.0,1004.6850100741648,1.0,4.6415094339622645,0.00572319289021241,8.534956140585445,0.04884720030207337
120310104021.0,30.408982,-81.660464,49.0,8094.227499860654,10.0,61.34212439697773,0.04224664214667888,84.63731854324985,0.35858393694134116
120310104022.0,30.423967,-81.662385,32.0,7479.244952385031,7.0,41.88279679320614,0.024167799649859285,59.334714791063604,0.20509752610953494
120310104023.0,30.425196,-81.669842,16.0,20175.59130864835,4.0,20.076152206002952,0.026072924942860978,33.61735811656027,0.21910982756891279
120310105001.0,30.454805,-81.742521,232.0,17595.348448294008,44.0,280.46499416507464,0.052551057553883194,370.3760108557023,0.4429574048876562
120310105002.0,30.428766,-81.724577,113.0,17262.93917674149,23.0,136.13968494565216,0.031748993690683805,193.595515963664,0.26780627955404845
120310105003.0,30.430309000000005,-81.704764,39.0,12997.097212064593,9.0,45.36847121403071,0.02065959527050579,76.00607684641088,0.17454742853915212
120310105004.0,30.423274000000003,-81.752845,13.0,1080.233038795107,3.0,15.60417790249063,0.018710045446631452,25.600906376544863,0.15967817354363878
120310105005.0,30.42558,-81.772965,69.0,13179.754039743313,12.0,87.43569199840587,0.04906604489248366,101.25163197351489,0.4149634272067249
120310106001.0,30.382116,-81.843569,119.0,17846.542340764405,23.0,148.8103491425803,0.07266130329227553,193.51061907015747,0.6118006804643725
120310106002.0,30.365425,-81.812504,115.0,14294.941703631432,24.0,144.48489803646572,0.06886792089440692,202.22213462896636,0.5807996182515334
120310106003.0,30.401150000000005,-81.758368,56.0,11807.510794886937,13.0,70.60978333252172,0.03673766042274803,109.73759993416466,0.3102080532388091
120310107001.0,30.404066,-81.743142,8.0,1398.3650256057495,2.0,8.969299396483862,0.015931260029278617,17.036426752312803,0.13570866091564407
120310107002.0,30.383503,-81.735074,16.0,12126.705908400698,4.0,21.184507627378675,0.014559799056617646,33.74178131752889,0.12286267937513226
120310107003.0,30.402189000000003,-81.735649,36.0,11016.456958507883,9.0,45.47654652205532,0.030915395324306812,75.99778136599187,0.26106540603515044
120310107004.0,30.385659,-81.726473,12.0,6562.263941145942,3.0,15.925532740107046,0.010753229399126972,25.403098487476512,0.09106003586107668
120310108001.0,30.410469,-81.717335,20.0,16608.529945182592,5.0,24.240006681759645,0.01779736173403792,42.07089024512197,0.14978054968729426
120310108002.0,30.404316,-81.72648,16.0,10991.885534075303,4.0,20.175259700706256,0.010870290787018455,33.74025568891801,0.09164937618208793
120310108003.0,30.412970999999995,-81.726423,36.0,9262.900194623156,9.0,42.221152575205025,0.023469234338635365,75.98204371632734,0.19812861527329031
120310109001.0,30.41053,-81.704766,36.0,9999.627580196964,9.0,42.100069151157506,0.023081178262696,75.99045808114201,0.1948260159344615
120310109002.0,30.399611,-81.714014,36.0,10120.256988173016,9.0,44.53920170732566,0.020309713500832494,76.06474507898501,0.17162232584410442
120310110001.0,30.411969,-81.683578,8.0,10822.356599660201,2.0,14.694736842105264,0.013606237816764132,16.860014243893495,0.11469534083314656
120310110003.0,30.401655,-81.689028,36.0,7936.616529173723,8.0,45.0673554365989,0.044270486676423276,67.72481303785158,0.37489402623380347
120310110004.0,30.407782,-81.693442,16.0,7471.053464797868,4.0,19.441853106303235,0.016134317930542104,33.84356343752246,0.1365286274175277
120310111001.0,30.397327000000004,-81.673969,52.0,6038.4344129003675,11.0,64.81242884122094,0.03436502059449678,93.3542623331254,0.29187222736893026
120310111002.0,30.388782,-81.670195,28.0,2143.5609812736725,7.0,37.5599328912254,0.028029800665093578,59.65264121874111,0.23881138839634097
120310112001.0,30.393031999999998,-81.691131,39.0,8259.024550344511,9.0,47.228995895389154,0.02669813221898765,76.20091555854789,0.22600213437948746
120310112002.0,30.386704,-81.691599,29.0,6504.782147262659,7.0,34.53937153777811,0.03423128992842231,59.25770525194158,0.2896891715360383
120310113001.0,30.388766,-81.714206,16.0,11169.830789205827,4.0,18.6174025974026,0.011088387491008099,33.757183760494144,0.09357381205945914
